IMAGE NEWIMG EPOCH FILTER AIRMASS
coj1m011-fa12-20201127-0112-e91.fits.fz datared/59180.53556_ip.txt 59180.5355616 ip 1.2228926
coj1m003-fa19-20210113-0096-e91.fits.fz datared/59227.53503_gp.txt 59227.5350324 gp 1.0025677
lsc1m004-fa03-20200110-0163-e91.fits.fz datared/58859.26177_ip.txt 58859.2617725 ip 1.2558309
coj1m003-fa19-20201110-0256-e91.fits.fz datared/59163.67457_ip.txt 59163.6745765 ip 1.007036
cpt1m010-fa16-20201113-0159-e91.fits.fz datared/59167.07015_ip.txt 59167.0701596 ip 1.0104719
cpt1m012-fa06-20201012-0497-e91.fits.fz datared/59135.12364_gp.txt 59135.123645 gp 1.0010649
cpt1m012-fa06-20200112-0056-e91.fits.fz datared/58860.80203_gp.txt 58860.8020325 gp 1.098544
lsc1m004-fa03-20191226-0015-e91.fits.fz datared/58844.11207_gp.txt 58844.1120766 gp 1.0762462
lsc1m009-fa04-20200218-0081-e91.fits.fz datared/58898.0978_ip.txt 58898.0978075 ip 1.0615189
cpt1m012-fa06-20200208-0062-e91.fits.fz datared/58887.77822_gp.txt 58887.7782256 gp 1.0132357
lsc1m004-fa03-20191224-0095-e91.fits.fz datared/58842.1955_gp.txt 58842.1955072 gp 1.0010443
coj1m011-fa12-20200124-0105-e91.fits.fz datared/58872.49895_ip.txt 58872.4989565 ip 1.0003997
coj1m011-fa12-20210121-0035-e91.fits.fz datared/59235.53271_rp.txt 59235.5327195 rp 1.0158074
coj1m003-fa19-20200902-0213-e91.fits.fz datared/59094.74491_rp.txt 59094.7449122 rp 1.3629925
lsc1m004-fa03-20201126-0123-e91.fits.fz datared/59180.20165_gp.txt 59180.2016524 gp 1.0557583
cpt1m013-fa14-20210305-0089-e91.fits.fz datared/59278.90041_rp.txt 59278.9004145 rp 1.5318478
cpt1m012-fa06-20200124-0054-e91.fits.fz datared/58872.84446_ip.txt 58872.8444616 ip 1.0005934
cpt1m013-fa14-20200213-0090-e91.fits.fz datared/58892.93755_gp.txt 58892.9375533 gp 1.3781615
lsc1m005-fa15-20210304-0122-e91.fits.fz datared/59278.15411_gp.txt 59278.1541104 gp 1.5245462
lsc1m005-fa15-20210117-0062-e91.fits.fz datared/59232.04613_ip.txt 59232.0461368 ip 1.0853582
cpt1m012-fa06-20200225-0129-e91.fits.fz datared/58904.8866_ip.txt 58904.886605 ip 1.2700015
cpt1m013-fa14-20200112-0072-e91.fits.fz datared/58860.88474_gp.txt 58860.8847479 gp 1.0004077
cpt1m013-fa14-20201114-0054-e91.fits.fz datared/59167.92506_rp.txt 59167.9250696 rp 1.2257988
coj1m011-fa12-20200111-0093-e91.fits.fz datared/58859.51042_gp.txt 58859.5104227 gp 1.0051934
cpt1m010-fa16-20201227-0111-e91.fits.fz datared/59210.86978_rp.txt 59210.8697846 rp 1.0430303
coj1m011-fa12-20210111-0234-e91.fits.fz datared/59225.66364_gp.txt 59225.6636414 gp 1.3400347
lsc1m004-fa03-20201222-0180-e91.fits.fz datared/59206.30553_gp.txt 59206.3055339 gp 1.2264097
coj1m003-fa19-20201226-0138-e91.fits.fz datared/59209.58507_gp.txt 59209.5850716 gp 1.002923
lsc1m005-fa15-20200122-0078-e91.fits.fz datared/58871.08753_gp.txt 58871.0875362 gp 1.0064926
lsc1m004-fa03-20200309-0072-e91.fits.fz datared/58918.03987_up.txt 58918.0398739 up 1.0549742
lsc1m004-fa03-20200113-0118-e91.fits.fz datared/58862.13596_ip.txt 58862.1359645 ip 1.0002459
coj1m011-fa12-20201209-0427-e91.fits.fz datared/59192.71174_gp.txt 59192.7117441 gp 1.1436003
lsc1m005-fa15-20201223-0242-e91.fits.fz datared/59207.23333_ip.txt 59207.2333386 ip 1.0307263
coj1m003-fa19-20201208-0353-e91.fits.fz datared/59191.63582_gp.txt 59191.6358252 gp 1.0036232
cpt1m013-fa14-20200228-0072-e91.fits.fz datared/58907.7902_gp.txt 58907.7902059 gp 1.0198962
cpt1m012-fa06-20210304-0078-e91.fits.fz datared/59277.77934_ip.txt 59277.7793452 ip 1.0222588
cpt1m013-fa14-20201113-0251-e91.fits.fz datared/59166.93348_ip.txt 59166.9334829 ip 1.2009693
lsc1m004-fa03-20200205-0055-e91.fits.fz datared/58885.02995_ip.txt 58885.029952 ip 1.0242327
cpt1m013-fa14-20201127-0105-e91.fits.fz datared/59180.97905_gp.txt 59180.9790555 gp 1.0103283
cpt1m013-fa14-20201119-0105-e91.fits.fz datared/59172.88862_rp.txt 59172.8886217 rp 1.3489139
cpt1m012-fa06-20201123-0089-e91.fits.fz datared/59176.91309_ip.txt 59176.9130946 ip 1.1733771
lsc1m005-fa15-20210303-0130-e91.fits.fz datared/59277.04454_ip.txt 59277.0445409 ip 1.0340646
cpt1m012-fa06-20200210-0091-e91.fits.fz datared/58889.85182_ip.txt 58889.8518232 ip 1.0359126
cpt1m013-fa14-20200302-0075-e91.fits.fz datared/58910.80813_gp.txt 58910.8081385 gp 1.0594632
lsc1m009-fa04-20200226-0052-e91.fits.fz datared/58906.04549_ip.txt 58906.0454926 ip 1.016021
cpt1m010-fa16-20201130-0116-e91.fits.fz datared/59183.86272_ip.txt 59183.8627217 ip 1.3235229
coj1m011-fa12-20201114-0346-e91.fits.fz datared/59167.7284_gp.txt 59167.7284023 gp 1.0271604
lsc1m004-fa03-20200111-0115-e91.fits.fz datared/58860.136_ip.txt 58860.1360008 ip 1.0001921
coj1m011-fa12-20201014-0156-e91.fits.fz datared/59136.62387_gp.txt 59136.6238714 gp 1.4071556
cpt1m012-fa06-20201224-0126-e91.fits.fz datared/59207.92762_gp.txt 59207.9276295 gp 1.0005241
cpt1m013-fa14-20201125-0082-e91.fits.fz datared/59178.86977_rp.txt 59178.8697742 rp 1.3648485
lsc1m005-fa15-20201224-0140-e91.fits.fz datared/59208.18232_rp.txt 59208.1823291 rp 1.0002543
cpt1m012-fa06-20201129-0093-e91.fits.fz datared/59182.86645_rp.txt 59182.8664515 rp 1.3176108
coj1m003-fa19-20210112-0085-e91.fits.fz datared/59226.45628_rp.txt 59226.4562817 rp 1.0712577
coj1m011-fa12-20191227-0256-e91.fits.fz datared/58844.60911_gp.txt 58844.6091173 gp 1.0223364
cpt1m013-fa14-20210122-0062-e91.fits.fz datared/59236.81683_ip.txt 59236.8168372 ip 1.0187992
lsc1m005-fa15-20201227-0115-e91.fits.fz datared/59211.11592_rp.txt 59211.1159245 rp 1.0578658
cpt1m012-fa06-20200107-0083-e91.fits.fz datared/58855.84518_ip.txt 58855.845181 ip 1.0376611
cpt1m013-fa14-20201208-0061-e91.fits.fz datared/59192.02061_gp.txt 59192.0206164 gp 1.0303471
cpt1m013-fa14-20191231-0060-e91.fits.fz datared/58848.87455_gp.txt 58848.8745502 gp 1.0237277
lsc1m004-fa03-20201204-0301-e91.fits.fz datared/59188.28583_rp.txt 59188.2858351 rp 1.0315834
lsc1m004-fa03-20200122-0501-e91.fits.fz datared/58871.24921_ip.txt 58871.2492169 ip 1.3749727
coj1m011-fa12-20200108-0111-e91.fits.fz datared/58856.52324_ip.txt 58856.5232427 ip 1.0029563
coj1m003-fa19-20201202-0100-e91.fits.fz datared/59185.59211_ip.txt 59185.5921134 ip 1.02927
cpt1m013-fa14-20210304-0067-e91.fits.fz datared/59277.80608_rp.txt 59277.8060885 rp 1.0650001
coj1m011-fa12-20200127-0196-e91.fits.fz datared/58875.62363_ip.txt 58875.6236369 ip 1.3504067
cpt1m012-fa06-20201012-0451-e91.fits.fz datared/59135.05507_ip.txt 59135.0550774 ip 1.0885609
coj1m011-fa12-20201105-0072-e91.fits.fz datared/59158.55215_gp.txt 59158.5521573 gp 1.4998177
cpt1m013-fa14-20201112-0147-e91.fits.fz datared/59165.93606_ip.txt 59165.9360615 ip 1.2016435
lsc1m005-fa15-20210113-0284-e91.fits.fz datared/59228.2822_ip.txt 59228.2822073 ip 1.4524088
cpt1m012-fa06-20191218-0074-e91.fits.fz datared/58835.88124_gp.txt 58835.8812448 gp 1.0720493
coj1m011-fa12-20200121-0182-e91.fits.fz datared/58869.58156_gp.txt 58869.5815665 gp 1.0989405
lsc1m005-fa15-20201129-0085-e91.fits.fz datared/59183.09693_gp.txt 59183.0969392 gp 1.4980984
coj1m011-fa12-20201012-0132-e91.fits.fz datared/59134.63976_rp.txt 59134.639761 rp 1.3370035
lsc1m004-fa03-20201127-0130-e91.fits.fz datared/59181.20148_gp.txt 59181.2014898 gp 1.0509403
cpt1m013-fa14-20201127-0072-e91.fits.fz datared/59180.87924_ip.txt 59180.879248 ip 1.2766167
lsc1m005-fa15-20210103-0170-e91.fits.fz datared/59218.22573_gp.txt 59218.2257313 gp 1.0707653
lsc1m004-fa03-20201202-0481-e91.fits.fz datared/59186.33715_ip.txt 59186.3371593 ip 1.1362708
lsc1m005-fa15-20201105-0079-e91.fits.fz datared/59159.18065_rp.txt 59159.1806565 rp 1.3597447
lsc1m009-fa04-20200120-0064-e91.fits.fz datared/58869.04105_ip.txt 58869.0410552 ip 1.0827525
cpt1m012-fa06-20200314-0072-e91.fits.fz datared/58922.78776_gp.txt 58922.787766 gp 1.0868356
lsc1m004-fa03-20200112-0069-e91.fits.fz datared/58861.05212_gp.txt 58861.052124 gp 1.1113113
cpt1m013-fa14-20201124-0084-e91.fits.fz datared/59177.84475_ip.txt 59177.8447546 ip 1.5917511
lsc1m009-fa04-20200119-0058-e91.fits.fz datared/58868.03243_gp.txt 58868.0324377 gp 1.1129773
lsc1m009-fa04-20200127-0058-e91.fits.fz datared/58876.04874_gp.txt 58876.0487487 gp 1.0318601
lsc1m004-fa03-20210103-0112-e91.fits.fz datared/59218.10079_gp.txt 59218.1007918 gp 1.0503411
coj1m011-fa12-20200116-0069-e91.fits.fz datared/58864.61368_gp.txt 58864.6136875 gp 1.1562812
lsc1m009-fa04-20200109-0087-e91.fits.fz datared/58858.09709_gp.txt 58858.0970959 gp 1.0329999
lsc1m004-fa03-20201230-0086-e91.fits.fz datared/59214.1017_ip.txt 59214.101707 ip 1.070425
lsc1m004-fa03-20200316-0137-e91.fits.fz datared/58925.1094_up.txt 58925.1094086 up 1.4303077
coj1m011-fa12-20201115-0237-e91.fits.fz datared/59168.57657_ip.txt 59168.5765717 ip 1.1875102
coj1m011-fa12-20201106-0196-e91.fits.fz datared/59159.64264_gp.txt 59159.6426449 gp 1.063923
coj1m011-fa12-20200103-0118-e91.fits.fz datared/58851.56527_gp.txt 58851.5652772 gp 1.00293
lsc1m004-fa03-20200107-0118-e91.fits.fz datared/58856.17905_ip.txt 58856.1790542 ip 1.0132424
cpt1m013-fa14-20200810-0412-e91.fits.fz datared/59072.16989_ip.txt 59072.1698985 ip 1.3151639
coj1m011-fa12-20200229-0058-e91.fits.fz datared/58908.39791_gp.txt 58908.3979155 gp 1.0000974
coj1m011-fa12-20201130-0242-e91.fits.fz datared/59183.54961_rp.txt 59183.5496155 rp 1.1365949
cpt1m013-fa14-20200111-0091-e91.fits.fz datared/58859.97017_ip.txt 58859.9701703 ip 1.1146106
coj1m011-fa12-20201127-0427-e91.fits.fz datared/59180.67344_gp.txt 59180.6734424 gp 1.0079667
lsc1m009-fa04-20200108-0140-e91.fits.fz datared/58857.26775_ip.txt 58857.2677556 ip 1.2584461
cpt1m012-fa06-20201229-0059-e91.fits.fz datared/59212.78584_ip.txt 59212.7858483 ip 1.3099501
lsc1m004-fa03-20200110-0106-e91.fits.fz datared/58859.09427_gp.txt 58859.0942788 gp 1.0331331
coj1m003-fa19-20210303-0084-e91.fits.fz datared/59276.459_rp.txt 59276.4590014 rp 1.0775899
lsc1m004-fa03-20210122-0183-e91.fits.fz datared/59237.1538_gp.txt 59237.1538054 gp 1.0341152
cpt1m013-fa14-20200131-0058-e91.fits.fz datared/58879.79649_gp.txt 58879.796496 gp 1.0165652
cpt1m010-fa16-20201224-0071-e91.fits.fz datared/59207.80903_gp.txt 59207.8090315 gp 1.2585381
cpt1m010-fa16-20200126-0135-e91.fits.fz datared/58874.95702_ip.txt 58874.9570205 ip 1.2149378
lsc1m004-fa03-20201124-0157-e91.fits.fz datared/59178.22658_ip.txt 59178.2265895 ip 1.0250246
cpt1m010-fa16-20201203-0084-e91.fits.fz datared/59186.85804_gp.txt 59186.8580465 gp 1.3030532
cpt1m013-fa14-20201113-0276-e91.fits.fz datared/59167.05772_rp.txt 59167.0577273 rp 1.0031492
cpt1m013-fa14-20200108-0078-e91.fits.fz datared/58856.84376_gp.txt 58856.8437683 gp 1.0356744
cpt1m010-fa16-20201102-0271-e91.fits.fz datared/59156.06441_rp.txt 59156.0644128 rp 1.0015164
cpt1m012-fa06-20200204-0162-e91.fits.fz datared/58883.94476_gp.txt 58883.9447679 gp 1.2742861
cpt1m013-fa14-20210111-0063-e91.fits.fz datared/59225.80039_rp.txt 59225.8003965 rp 1.1048342
cpt1m012-fa06-20200319-0214-e91.fits.fz datared/58927.86478_up.txt 58927.86478 up 1.5625253
lsc1m005-fa15-20200312-0091-e91.fits.fz datared/58921.05445_gp.txt 58921.0544575 gp 1.108802
lsc1m005-fa15-20201203-0095-e91.fits.fz datared/59187.1026_ip.txt 59187.1026078 ip 1.3705068
cpt1m013-fa14-20200111-0070-e91.fits.fz datared/58859.84361_gp.txt 58859.843616 gp 1.0248132
lsc1m004-fa03-20200107-0104-e91.fits.fz datared/58856.09431_gp.txt 58856.0943116 gp 1.046082
cpt1m010-fa16-20200213-0069-e91.fits.fz datared/58892.77552_ip.txt 58892.7755224 ip 1.0054583
lsc1m004-fa03-20201127-0102-e91.fits.fz datared/59181.11966_rp.txt 59181.1196687 rp 1.3659134
coj1m011-fa12-20210116-0174-e91.fits.fz datared/59230.56693_ip.txt 59230.5669301 ip 1.0426764
coj1m011-fa12-20210111-0148-e91.fits.fz datared/59225.5302_rp.txt 59225.5302096 rp 1.0001401
coj1m011-fa12-20191226-0117-e91.fits.fz datared/58843.61195_gp.txt 58843.6119517 gp 1.0224546
coj1m003-fa19-20201115-0293-e91.fits.fz datared/59168.64587_rp.txt 59168.645876 rp 1.0201795
coj1m011-fa12-20201120-0035-e91.fits.fz datared/59173.50794_ip.txt 59173.507949 ip 1.528836
lsc1m004-fa03-20200114-0061-e91.fits.fz datared/58863.05212_gp.txt 58863.0521271 gp 1.0961966
coj1m011-fa12-20200110-0061-e91.fits.fz datared/58858.42981_gp.txt 58858.4298112 gp 1.171506
cpt1m012-fa06-20201228-0336-e91.fits.fz datared/59211.97651_ip.txt 59211.9765166 ip 1.0464653
lsc1m004-fa03-20210109-0171-e91.fits.fz datared/59224.22589_gp.txt 59224.2258952 gp 1.1130037
cpt1m010-fa16-20210306-0055-e91.fits.fz datared/59279.75129_rp.txt 59279.7512988 rp 1.0040696
coj1m011-fa12-20210302-0085-e91.fits.fz datared/59275.47081_gp.txt 59275.4708112 gp 1.1003161
coj1m003-fa19-20201123-0137-e91.fits.fz datared/59176.70309_rp.txt 59176.7030938 rp 1.0262165
cpt1m013-fa14-20200115-0069-e91.fits.fz datared/58863.86454_gp.txt 58863.8645461 gp 1.00148
lsc1m004-fa03-20200128-0183-e91.fits.fz datared/58877.20633_gp.txt 58877.2063318 gp 1.2253985
lsc1m004-fa03-20201202-0245-e91.fits.fz datared/59186.17289_ip.txt 59186.1728908 ip 1.0825617
lsc1m004-fa03-20201203-0290-e91.fits.fz datared/59187.33011_gp.txt 59187.3301196 gp 1.1225673
cpt1m012-fa06-20191221-0243-e91.fits.fz datared/58839.05812_gp.txt 58839.0581211 gp 1.2275661
cpt1m013-fa14-20201227-0059-e91.fits.fz datared/59210.78517_ip.txt 59210.785179 ip 1.3469487
coj1m011-fa12-20201128-0125-e91.fits.fz datared/59181.57735_gp.txt 59181.5773574 gp 1.075264
coj1m011-fa12-20201207-0087-e91.fits.fz datared/59190.49675_gp.txt 59190.4967529 gp 1.2798386
cpt1m010-fa16-20201225-0077-e91.fits.fz datared/59208.81676_ip.txt 59208.816765 ip 1.2097235
lsc1m004-fa03-20210108-0098-e91.fits.fz datared/59223.11144_gp.txt 59223.1114489 gp 1.0163729
cpt1m013-fa14-20201202-0359-e91.fits.fz datared/59186.08872_gp.txt 59186.0887266 gp 1.1507165
coj1m011-fa12-20200229-0108-e91.fits.fz datared/58908.46824_ip.txt 58908.4682406 ip 1.081661
cpt1m012-fa06-20200209-0090-e91.fits.fz datared/58888.85099_gp.txt 58888.8509989 gp 1.0308257
lsc1m004-fa03-20200113-0161-e91.fits.fz datared/58862.21932_ip.txt 58862.2193266 ip 1.1198763
lsc1m004-fa03-20201108-0514-e91.fits.fz datared/59162.30584_ip.txt 59162.3058459 ip 1.0005076
cpt1m013-fa14-20200109-0083-e91.fits.fz datared/58857.92754_gp.txt 58857.9275401 gp 1.0207802
lsc1m004-fa03-20210116-0133-e91.fits.fz datared/59231.15806_rp.txt 59231.1580695 rp 1.0187627
lsc1m004-fa03-20200103-0143-e91.fits.fz datared/58852.23207_gp.txt 58852.2320793 gp 1.0806267
cpt1m012-fa06-20201121-0162-e91.fits.fz datared/59174.96847_gp.txt 59174.9684781 gp 1.0423781
lsc1m004-fa03-20200130-0062-e91.fits.fz datared/58879.03986_gp.txt 58879.0398607 gp 1.0328549
coj1m011-fa12-20201113-0058-e91.fits.fz datared/59166.5356_ip.txt 59166.5356045 ip 1.4556698
coj1m011-fa12-20200828-0206-e91.fits.fz datared/59089.75882_up.txt 59089.7588209 up 1.3613255
coj1m011-fa12-20201128-0094-e91.fits.fz datared/59181.49472_rp.txt 59181.4947238 rp 1.4550951
cpt1m012-fa06-20200831-0166-e91.fits.fz datared/59093.0783_rp.txt 59093.0783051 rp 1.5769005
lsc1m004-fa03-20200109-0305-e91.fits.fz datared/58858.26128_gp.txt 58858.2612865 gp 1.2399075
cpt1m012-fa06-20201230-0013-e91.fits.fz datared/59213.86959_gp.txt 59213.8695953 gp 1.0309716
coj1m011-fa12-20200829-0188-e91.fits.fz datared/59090.73947_gp.txt 59090.7394714 gp 1.4854992
coj1m011-fa12-20200130-0086-e91.fits.fz datared/58878.46144_ip.txt 58878.461442 ip 1.0037157
lsc1m004-fa03-20210301-0097-e91.fits.fz datared/59275.10895_rp.txt 59275.1089564 rp 1.1907511
coj1m011-fa12-20210304-0042-e91.fits.fz datared/59277.47317_ip.txt 59277.4731799 ip 1.1227994
lsc1m004-fa03-20200113-0073-e91.fits.fz datared/58862.05541_ip.txt 58862.0554125 ip 1.0947306
lsc1m009-fa04-20200108-0102-e91.fits.fz datared/58857.09862_ip.txt 58857.0986237 ip 1.034767
cpt1m012-fa06-20210108-0206-e91.fits.fz datared/59222.97955_gp.txt 59222.979552 gp 1.1242036
cpt1m010-fa16-20200210-0062-e91.fits.fz datared/58889.77418_ip.txt 58889.7741851 ip 1.0120264
coj1m011-fa12-20201120-0096-e91.fits.fz datared/59173.62244_ip.txt 59173.6224476 ip 1.0325508
lsc1m004-fa03-20200115-0294-e91.fits.fz datared/58864.19705_gp.txt 58864.1970559 gp 1.0753841
cpt1m012-fa06-20201102-0134-e91.fits.fz datared/59155.90688_rp.txt 59155.906881 rp 1.5712653
coj1m011-fa12-20200415-0061-e91.fits.fz datared/58954.36826_ip.txt 58954.3682665 ip 1.1574729
lsc1m004-fa03-20210118-0112-e91.fits.fz datared/59233.15737_ip.txt 59233.1573757 ip 1.0242345
lsc1m004-fa03-20210303-0132-e91.fits.fz datared/59277.05674_rp.txt 59277.056742 rp 1.0546072
cpt1m013-fa14-20201214-0073-e91.fits.fz datared/59197.806_ip.txt 59197.8060028 ip 1.4505009
coj1m011-fa12-20191221-0219-e91.fits.fz datared/58838.5946_gp.txt 58838.5946024 gp 1.0009397
cpt1m013-fa14-20200918-0184-e91.fits.fz datared/59111.10726_gp.txt 59111.1072651 gp 1.1255107
coj1m011-fa12-20201107-0146-e91.fits.fz datared/59160.53889_gp.txt 59160.5388922 gp 1.5719641
coj1m011-fa12-20200423-0063-e91.fits.fz datared/58962.36577_rp.txt 58962.3657763 rp 1.2378199
coj1m003-fa19-20210111-0076-e91.fits.fz datared/59225.44914_ip.txt 59225.4491423 ip 1.0949649
cpt1m010-fa16-20200204-0093-e91.fits.fz datared/58883.86178_gp.txt 58883.8617801 gp 1.0270238
coj1m011-fa12-20200203-0174-e91.fits.fz datared/58882.61432_ip.txt 58882.6143208 ip 1.4180919
lsc1m009-fa04-20200211-0124-e91.fits.fz datared/58891.11107_gp.txt 58891.1110711 gp 1.0502546
coj1m003-fa19-20200318-0097-e91.fits.fz datared/58926.45576_ip.txt 58926.4557643 ip 1.2005204
cpt1m012-fa06-20200303-0069-e91.fits.fz datared/58911.8106_ip.txt 58911.8106098 ip 1.0702175
cpt1m013-fa14-20201125-0136-e91.fits.fz datared/59179.01759_gp.txt 59179.0175944 gp 1.0009397
cpt1m012-fa06-20201026-0517-e91.fits.fz datared/59149.11225_ip.txt 59149.1122514 ip 1.00576
cpt1m013-fa14-20200115-0070-e91.fits.fz datared/58863.86527_ip.txt 58863.865274 ip 1.0012965
cpt1m013-fa14-20200924-0174-e91.fits.fz datared/59117.06763_gp.txt 59117.0676316 gp 1.2110582
lsc1m004-fa03-20201109-0419-e91.fits.fz datared/59163.32059_ip.txt 59163.32059 ip 1.0023142
cpt1m013-fa14-20200113-0106-e91.fits.fz datared/58861.9687_gp.txt 58861.9687067 gp 1.1265659
lsc1m005-fa15-20210102-0103-e91.fits.fz datared/59217.10234_rp.txt 59217.1023486 rp 1.052499
cpt1m013-fa14-20201114-0108-e91.fits.fz datared/59168.05522_ip.txt 59168.0552206 ip 1.0032433
lsc1m004-fa03-20201222-0143-e91.fits.fz datared/59206.22671_rp.txt 59206.2267185 rp 1.0191784
lsc1m009-fa04-20200114-0122-e91.fits.fz datared/58863.13972_gp.txt 58863.139727 gp 1.0014484
lsc1m005-fa15-20200313-0073-e91.fits.fz datared/58922.05383_up.txt 58922.0538338 up 1.114899
lsc1m009-fa04-20200307-0062-e91.fits.fz datared/58916.04094_up.txt 58916.0409468 up 1.0469543
coj1m003-fa19-20201225-0092-e91.fits.fz datared/59208.48087_rp.txt 59208.4808784 rp 1.138184
coj1m011-fa12-20210123-0114-e91.fits.fz datared/59237.53017_rp.txt 59237.5301744 rp 1.0187852
cpt1m010-fa16-20201229-0167-e91.fits.fz datared/59212.97573_gp.txt 59212.9757389 gp 1.0498821
lsc1m004-fa03-20201202-0479-e91.fits.fz datared/59186.33573_gp.txt 59186.3357333 gp 1.1316351
cpt1m013-fa14-20201204-0082-e91.fits.fz datared/59187.83332_gp.txt 59187.8333273 gp 1.4502786
coj1m011-fa12-20200217-0073-e91.fits.fz datared/58896.52113_gp.txt 58896.5211348 gp 1.1385247
lsc1m004-fa03-20210110-0215-e91.fits.fz datared/59225.28848_gp.txt 59225.2884853 gp 1.4372658
coj1m011-fa12-20200129-0097-e91.fits.fz datared/58877.54035_ip.txt 58877.5403548 ip 1.0548688
cpt1m012-fa06-20201120-0123-e91.fits.fz datared/59173.87481_gp.txt 59173.8748181 gp 1.4252768
lsc1m004-fa03-20200308-0128-e91.fits.fz datared/58917.12168_ip.txt 58917.1216869 ip 1.3620058
lsc1m004-fa03-20201103-0118-e91.fits.fz datared/59157.16676_gp.txt 59157.1667675 gp 1.5082707
cpt1m012-fa06-20200212-0071-e91.fits.fz datared/58891.78167_gp.txt 58891.781674 gp 1.0037563
coj1m011-fa12-20201224-0110-e91.fits.fz datared/59207.58367_gp.txt 59207.5836708 gp 1.0007818
cpt1m013-fa14-20200112-0100-e91.fits.fz datared/58860.96816_gp.txt 58860.9681617 gp 1.116681
cpt1m012-fa06-20210107-0095-e91.fits.fz datared/59221.85092_gp.txt 59221.8509229 gp 1.0267724
coj1m011-fa12-20201006-0227-e91.fits.fz datared/59128.62443_ip.txt 59128.6244394 ip 1.5900855
cpt1m013-fa14-20201208-0099-e91.fits.fz datared/59192.07735_gp.txt 59192.0773578 gp 1.1687205
cpt1m010-fa16-20201231-0137-e91.fits.fz datared/59214.91006_rp.txt 59214.9100626 rp 1.0003783
cpt1m010-fa16-20191228-0060-e91.fits.fz datared/58845.78858_gp.txt 58845.7885824 gp 1.3219226
cpt1m013-fa14-20200110-0180-e91.fits.fz datared/58859.0111_gp.txt 58859.0111055 gp 1.2643723
cpt1m012-fa06-20210110-0076-e91.fits.fz datared/59224.81902_gp.txt 59224.819026 gp 1.0664358
lsc1m009-fa04-20200110-0127-e91.fits.fz datared/58859.17908_ip.txt 58859.1790806 ip 1.0216426
coj1m011-fa12-20200826-0265-e91.fits.fz datared/59087.75451_ip.txt 59087.7545166 ip 1.4304249
lsc1m009-fa04-20200202-0073-e91.fits.fz datared/58882.11242_gp.txt 58882.1124257 gp 1.0174281
coj1m003-fa19-20201126-0314-e91.fits.fz datared/59179.70245_ip.txt 59179.7024549 ip 1.0367623
cpt1m013-fa14-20200310-0056-e91.fits.fz datared/58918.80047_up.txt 58918.8004718 up 1.0912631
cpt1m010-fa16-20210306-0083-e91.fits.fz datared/59279.81081_rp.txt 59279.8108106 rp 1.0880874
coj1m011-fa12-20200111-0062-e91.fits.fz datared/58859.43785_gp.txt 58859.4378569 gp 1.1337513
lsc1m005-fa15-20210113-0210-e91.fits.fz datared/59228.21152_gp.txt 59228.2115276 gp 1.1032161
lsc1m004-fa03-20210305-0164-e91.fits.fz datared/59279.1382_rp.txt 59279.1382002 rp 1.4156766
cpt1m010-fa16-20191227-0394-e91.fits.fz datared/58845.04701_gp.txt 58845.0470131 gp 1.2527195
cpt1m012-fa06-20200521-0053-e91.fits.fz datared/58990.70255_ip.txt 58990.7025562 ip 1.6645418
lsc1m009-fa04-20200131-0302-e91.fits.fz datared/58880.21627_ip.txt 58880.2162793 ip 1.3213083
coj1m003-fa19-20201111-0098-e91.fits.fz datared/59164.54068_rp.txt 59164.5406876 rp 1.4587305
coj1m011-fa12-20200121-0166-e91.fits.fz datared/58869.5353_gp.txt 58869.535303 gp 1.0163386
coj1m011-fa12-20210112-0136-e91.fits.fz datared/59226.57465_rp.txt 59226.5746507 rp 1.0375654
lsc1m004-fa03-20191219-0256-e91.fits.fz datared/58837.30933_gp.txt 58837.3093379 gp 1.1980163
coj1m003-fa19-20201114-0290-e91.fits.fz datared/59167.61852_gp.txt 59167.618525 gp 1.0687428
lsc1m009-fa04-20200310-0060-e91.fits.fz datared/58919.0433_up.txt 58919.0433087 up 1.0674644
coj1m011-fa12-20200828-0203-e91.fits.fz datared/59089.75664_gp.txt 59089.7566449 gp 1.3758692
coj1m003-fa19-20210302-0066-e91.fits.fz datared/59275.42185_rp.txt 59275.421859 rp 1.0142573
coj1m011-fa12-20200830-0341-e91.fits.fz datared/59091.74219_gp.txt 59091.7421963 gp 1.4412308
lsc1m004-fa03-20201216-0183-e91.fits.fz datared/59200.2171_rp.txt 59200.2171068 rp 1.0015147
cpt1m013-fa14-20201223-0109-e91.fits.fz datared/59207.09896_rp.txt 59207.0989616 rp 1.5499331
cpt1m012-fa06-20200306-0097-e91.fits.fz datared/58914.8866_ip.txt 58914.8866064 ip 1.4443524
cpt1m010-fa16-20210102-0150-e91.fits.fz datared/59217.0206_gp.txt 59217.0206052 gp 1.215405
lsc1m004-fa03-20200212-0047-e91.fits.fz datared/58892.18507_ip.txt 58892.1850733 ip 1.3308128
cpt1m010-fa16-20201120-0213-e91.fits.fz datared/59173.97064_gp.txt 59173.970643 gp 1.0433062
coj1m011-fa12-20201130-0288-e91.fits.fz datared/59183.66335_ip.txt 59183.6633551 ip 1.0067171
cpt1m013-fa14-20210109-0095-e91.fits.fz datared/59223.86635_rp.txt 59223.8663553 rp 1.0070392
lsc1m004-fa03-20200112-0070-e91.fits.fz datared/58861.05285_ip.txt 58861.0528506 ip 1.1092304
